case_id,Mask_ID,region_id,label_id,voxels,empty,D,H,W,zmin,zmax,ymin,ymax,xmin,xmax,bbox_d,bbox_h,bbox_w,centroid_z,centroid_y,centroid_x,centroid_z_norm,centroid_y_norm,centroid_x_norm,slices_covered,surface_voxels,surface_to_volume,components
s0402,7,s0402__7,7,285,0,32,256,256,26.0,31.0,145.0,190.0,128.0,171.0,6.0,46.0,44.0,28.74736842105263,174.11228070175437,158.49473684210525,0.9273344651952462,0.6827932576539387,0.6215479876160991,6.0,285.0,1.0,8.0
s0402,8,s0402__8,8,122,0,32,256,256,11.0,28.0,99.0,137.0,96.0,151.0,18.0,39.0,56.0,19.147540983606557,120.18032786885246,122.35245901639344,0.6176626123744051,0.47129540340726456,0.47981356477017034,8.0,122.0,1.0,10.0
s0402,9,s0402__9,9,0,1,32,256,256,,,,,,,,,,,,,,,,,,,
s0408,1,s0408__1,1,57259,0,32,256,256,0.0,31.0,32.0,228.0,39.0,179.0,32.0,197.0,141.0,16.355245463595242,125.61396461691612,95.39078572800783,0.5275885633417821,0.49260378281143574,0.3740815126588542,32.0,45620.0,0.7967306449641104,88.0
s0410,1,s0410__1,1,298,0,32,256,256,23.0,31.0,133.0,152.0,124.0,155.0,9.0,20.0,32.0,26.677852348993287,142.25838926174498,140.90268456375838,0.8605758822255899,0.5578760363205686,0.5525595473088564,9.0,292.0,0.9798657718120806,3.0
s0410,3,s0410__3,3,4650,0,32,256,256,9.0,23.0,92.0,149.0,72.0,178.0,15.0,58.0,107.0,20.331612903225807,118.14365591397849,120.15677419354839,0.6558584807492196,0.46330845456462155,0.4712030360531309,12.0,3943.0,0.8479569892473118,3.0
s0411,1,s0411__1,1,199,0,32,256,256,4.0,6.0,98.0,122.0,104.0,143.0,3.0,25.0,40.0,4.321608040201005,110.5427135678392,123.84422110552764,0.13940671097422597,0.43350083752093804,0.48566361217853976,3.0,199.0,1.0,3.0
s0421,1,s0421__1,1,71023,0,32,256,256,0.0,29.0,10.0,224.0,41.0,118.0,30.0,215.0,78.0,10.010137561071765,120.85725750813117,67.40785379384143,0.3229076632603795,0.47395002944365167,0.2643445246817311,30.0,25184.0,0.35458935837686384,2.0
s0423,1,s0423__1,1,329,0,32,256,256,10.0,27.0,112.0,133.0,134.0,169.0,18.0,22.0,36.0,14.31306990881459,121.62917933130699,156.04863221884497,0.4617119325424061,0.4769771738482627,0.6119554204660587,8.0,329.0,1.0,6.0
s0423,2,s0423__2,2,0,1,32,256,256,,,,,,,,,,,,,,,,,,,
s0429,1,s0429__1,1,204,0,32,256,256,25.0,30.0,136.0,187.0,116.0,158.0,6.0,52.0,43.0,28.25,169.24019607843138,143.30392156862746,0.9112903225806451,0.663687043444829,0.5619761630142254,6.0,204.0,1.0,6.0
s0431,1,s0431__1,1,20,0,32,256,256,3.0,3.0,183.0,186.0,94.0,98.0,1.0,4.0,5.0,3.0,184.5,96.0,0.0967741935483871,0.7235294117647059,0.3764705882352941,1.0,20.0,1.0,1.0
s0431,2,s0431__2,2,1461,0,32,256,256,16.0,27.0,96.0,140.0,118.0,156.0,12.0,45.0,39.0,22.150581793292265,119.4599589322382,139.09034907597535,0.714534896557815,0.46847042718524784,0.5454523493175504,12.0,1338.0,0.9158110882956879,3.0
s0431,3,s0431__3,3,301,0,32,256,256,15.0,17.0,27.0,46.0,115.0,138.0,3.0,20.0,24.0,15.774086378737541,36.10299003322259,127.6046511627907,0.5088414960883078,0.14158035307146113,0.5004103967168263,3.0,297.0,0.9867109634551495,1.0
s0436,1,s0436__1,1,71,0,32,256,256,15.0,17.0,61.0,68.0,70.0,108.0,3.0,8.0,39.0,15.67605633802817,64.19718309859155,88.67605633802818,0.5056792367105861,0.25175365921016296,0.347749240541287,2.0,71.0,1.0,3.0
s0436,2,s0436__2,2,254,0,32,256,256,5.0,5.0,136.0,147.0,57.0,85.0,1.0,12.0,29.0,5.0,141.92125984251967,71.16929133858268,0.16129032258064516,0.5565539601667439,0.27909526015130465,1.0,254.0,1.0,1.0
s0436,4,s0436__4,4,712,0,32,256,256,27.0,30.0,62.0,176.0,39.0,95.0,4.0,115.0,57.0,28.662921348314608,141.7935393258427,69.17134831460675,0.9246103660746647,0.5560530953954615,0.27126018946904606,3.0,712.0,1.0,6.0
s0440,1,s0440__1,1,26368,0,32,256,256,15.0,21.0,97.0,218.0,80.0,175.0,7.0,122.0,96.0,18.546457827669904,175.12226941747574,132.15431583737865,0.5982728331506421,0.6867539977155911,0.5182522189701123,7.0,13965.0,0.5296192354368932,1.0
s0440,2,s0440__2,2,144,0,32,256,256,26.0,30.0,133.0,174.0,133.0,162.0,5.0,42.0,30.0,28.229166666666668,148.39583333333334,141.70833333333334,0.9106182795698925,0.5819444444444445,0.555718954248366,5.0,144.0,1.0,4.0
s0446,1,s0446__1,1,432,0,32,256,256,23.0,25.0,152.0,183.0,56.0,69.0,3.0,32.0,14.0,23.868055555555557,165.96990740740742,62.210648148148145,0.7699372759856631,0.650862381989833,0.2439633260711692,3.0,409.0,0.9467592592592593,1.0
s0446,3,s0446__3,3,0,1,32,256,256,,,,,,,,,,,,,,,,,,,
s0446,4,s0446__4,4,6,0,32,256,256,12.0,12.0,63.0,65.0,98.0,99.0,1.0,3.0,2.0,12.0,64.0,98.5,0.3870967741935484,0.25098039215686274,0.3862745098039216,1.0,6.0,1.0,1.0
s0447,2,s0447__2,2,26,0,32,256,256,22.0,22.0,65.0,73.0,164.0,171.0,1.0,9.0,8.0,22.0,69.23076923076923,167.8846153846154,0.7096774193548387,0.27149321266968324,0.6583710407239819,1.0,26.0,1.0,1.0
s0447,3,s0447__3,3,17,0,32,256,256,14.0,17.0,119.0,125.0,117.0,136.0,4.0,7.0,20.0,15.705882352941176,122.3529411764706,127.58823529411765,0.5066413662239089,0.47981545559400235,0.5003460207612457,4.0,17.0,1.0,5.0
s0456,2,s0456__2,2,86,0,32,256,256,5.0,5.0,145.0,155.0,76.0,87.0,1.0,11.0,12.0,5.0,149.6046511627907,81.61627906976744,0.16129032258064516,0.5866849065207479,0.3200638394892841,1.0,86.0,1.0,1.0
s0456,3,s0456__3,3,394,0,32,256,256,3.0,20.0,69.0,137.0,62.0,84.0,18.0,69.0,23.0,19.956852791878173,82.2741116751269,71.42131979695432,0.6437694448992959,0.3226435751965761,0.2800836070468797,2.0,394.0,1.0,2.0
s0460,1,s0460__1,1,111,0,32,256,256,16.0,17.0,94.0,164.0,155.0,182.0,2.0,71.0,28.0,16.36036036036036,126.990990990991,169.05405405405406,0.5277535600116245,0.49800388623918035,0.6629570747217807,2.0,111.0,1.0,10.0
s0461,1,s0461__1,1,8,0,32,256,256,24.0,24.0,111.0,114.0,136.0,137.0,1.0,4.0,2.0,24.0,112.5,136.5,0.7741935483870968,0.4411764705882353,0.5352941176470588,1.0,8.0,1.0,1.0
s0461,2,s0461__2,2,9,0,32,256,256,16.0,16.0,160.0,163.0,162.0,164.0,1.0,4.0,3.0,16.0,161.55555555555554,163.33333333333334,0.5161290322580645,0.6335511982570805,0.6405228758169935,1.0,9.0,1.0,1.0
s0461,3,s0461__3,3,25,0,32,256,256,16.0,16.0,151.0,156.0,115.0,119.0,1.0,6.0,5.0,16.0,153.56,116.92,0.5161290322580645,0.6021960784313726,0.45850980392156865,1.0,25.0,1.0,1.0
s0467,1,s0467__1,1,2047,0,32,256,256,20.0,26.0,110.0,131.0,76.0,118.0,7.0,22.0,43.0,23.43380556912555,120.47484123106986,92.57401074743527,0.7559292119072758,0.47245035776890143,0.363035336264452,7.0,1425.0,0.6961406936980947,1.0
s0468,1,s0468__1,1,25,0,32,256,256,31.0,31.0,174.0,179.0,172.0,176.0,1.0,6.0,5.0,31.0,176.16,173.68,1.0,0.6908235294117647,0.6810980392156863,1.0,25.0,1.0,1.0
s0468,3,s0468__3,3,10,0,32,256,256,22.0,22.0,130.0,134.0,105.0,106.0,1.0,5.0,2.0,22.0,132.0,105.5,0.7096774193548387,0.5176470588235295,0.4137254901960784,1.0,10.0,1.0,1.0
s0472,1,s0472__1,1,984,0,32,256,256,22.0,28.0,149.0,192.0,76.0,161.0,7.0,44.0,86.0,25.61280487804878,172.53658536585365,117.6839430894309,0.826219512195122,0.6766140602582497,0.4615056591742388,4.0,984.0,1.0,6.0
s0472,2,s0472__2,2,0,1,32,256,256,,,,,,,,,,,,,,,,,,,
s0474,1,s0474__1,1,1091,0,32,256,256,14.0,24.0,197.0,216.0,150.0,194.0,11.0,20.0,45.0,20.096241979835014,208.26764436296975,166.47021081576534,0.6482658703172585,0.8167358602469402,0.6528243561402562,9.0,932.0,0.854262144821265,2.0
s0476,1,s0476__1,1,0,1,32,256,256,,,,,,,,,,,,,,,,,,,
s0476,2,s0476__2,2,0,1,32,256,256,,,,,,,,,,,,,,,,,,,
s0476,3,s0476__3,3,36,0,32,256,256,18.0,19.0,51.0,71.0,104.0,113.0,2.0,21.0,10.0,18.083333333333332,55.111111111111114,109.47222222222223,0.5833333333333333,0.21612200435729848,0.4293028322440087,2.0,36.0,1.0,3.0
s0477,1,s0477__1,1,72,0,32,256,256,24.0,28.0,109.0,124.0,97.0,113.0,5.0,16.0,17.0,26.166666666666668,116.83333333333333,107.04166666666667,0.8440860215053764,0.45816993464052286,0.41977124183006537,3.0,72.0,1.0,4.0
s0477,2,s0477__2,2,216,0,32,256,256,24.0,25.0,181.0,202.0,80.0,96.0,2.0,22.0,17.0,24.337962962962962,191.91666666666666,88.56944444444444,0.7850955794504181,0.7526143790849673,0.34733115468409587,2.0,216.0,1.0,1.0
s0477,3,s0477__3,3,0,1,32,256,256,,,,,,,,,,,,,,,,,,,
s0477,4,s0477__4,4,1437,0,32,256,256,15.0,19.0,105.0,163.0,76.0,127.0,5.0,59.0,52.0,16.92901878914405,130.0125260960334,94.70911621433542,0.5460973802949693,0.5098530435138565,0.37140829887974675,4.0,1437.0,1.0,6.0
s0478,1,s0478__1,1,213,0,32,256,256,19.0,20.0,129.0,141.0,148.0,188.0,2.0,13.0,41.0,19.652582159624412,135.66666666666666,172.71361502347418,0.6339542632136907,0.5320261437908497,0.6773082942097026,2.0,213.0,1.0,2.0
s0478,2,s0478__2,2,31,0,32,256,256,1.0,2.0,124.0,130.0,135.0,142.0,2.0,7.0,8.0,1.6774193548387097,126.58064516129032,138.16129032258064,0.054110301768990635,0.4963946869070209,0.541808981657179,2.0,31.0,1.0,2.0
s0478,3,s0478__3,3,35249,0,32,256,256,0.0,7.0,29.0,123.0,47.0,168.0,8.0,95.0,122.0,2.205906550540441,77.3906777497234,101.7869443104769,0.07115827582388519,0.3034928539204839,0.3991644874920663,8.0,16746.0,0.47507730715764984,1.0
s0478,4,s0478__4,4,38111,0,32,256,256,0.0,7.0,128.0,226.0,40.0,164.0,8.0,99.0,125.0,2.1525543806250163,175.88061189682767,98.1123297735562,0.06943723808467794,0.689727889791481,0.38475423440610274,8.0,17340.0,0.45498674923250504,1.0
s0483,1,s0483__1,1,170,0,32,256,256,25.0,31.0,104.0,186.0,88.0,179.0,7.0,83.0,92.0,29.241176470588236,140.10588235294117,120.88823529411765,0.9432637571157495,0.5494348327566321,0.47407151095732414,4.0,170.0,1.0,4.0
s0483,2,s0483__2,2,427,0,32,256,256,28.0,31.0,127.0,141.0,119.0,158.0,4.0,15.0,40.0,29.552693208430913,133.87587822014052,137.05854800936768,0.9533126841429327,0.5250034440005511,0.5374845019975203,4.0,427.0,1.0,1.0
s0483,3,s0483__3,3,109,0,32,256,256,28.0,31.0,142.0,202.0,138.0,159.0,4.0,61.0,22.0,30.376146788990827,184.26605504587155,150.22018348623854,0.9798757028706718,0.7226119805720453,0.5890987587695629,4.0,109.0,1.0,5.0
s0483,6,s0483__6,6,557,0,32,256,256,5.0,6.0,96.0,144.0,70.0,87.0,2.0,49.0,18.0,5.2495511669658885,123.01077199281868,78.90305206463195,0.16934036022470608,0.48239518428556344,0.309423733586792,2.0,557.0,1.0,1.0
s0483,7,s0483__7,7,35303,0,32,256,256,13.0,21.0,60.0,204.0,76.0,182.0,9.0,145.0,107.0,17.545166133189813,153.1812310568507,138.03475625300965,0.5659731010706391,0.6007107100268655,0.5413127696196457,9.0,16647.0,0.47154632750757725,1.0
s0483,8,s0483__8,8,24577,0,32,256,256,19.0,28.0,32.0,112.0,66.0,179.0,10.0,81.0,114.0,22.675875818855026,71.14497294218171,108.19050331610856,0.7314798651243557,0.2789998938909087,0.4242764835925826,10.0,11519.0,0.468690238841193,6.0
s0483,9,s0483__9,9,28407,0,32,256,256,18.0,28.0,117.0,207.0,57.0,165.0,11.0,91.0,109.0,22.466539937339387,160.90174956876825,95.67888196571268,0.7247270947528834,0.6309872532108559,0.37521130182632423,11.0,12255.0,0.43140775161051853,1.0
s0483,11,s0483__11,11,19872,0,32,256,256,22.0,31.0,48.0,120.0,77.0,183.0,10.0,73.0,107.0,27.06003421900161,82.28477254428341,131.2626308373591,0.8729043296452133,0.3226853825266016,0.514755415048467,10.0,11056.0,0.5563607085346216,4.0
s0484,1,s0484__1,1,447,0,32,256,256,8.0,28.0,99.0,151.0,84.0,145.0,21.0,53.0,62.0,13.720357941834452,125.06935123042506,129.68456375838926,0.4425921916720791,0.49046804404088257,0.5085669166995658,11.0,447.0,1.0,18.0
s0484,2,s0484__2,2,257,0,32,256,256,26.0,31.0,136.0,184.0,135.0,174.0,6.0,49.0,40.0,29.280155642023345,169.3774319066148,158.4785992217899,0.9445211497426885,0.6642252231631952,0.6214847028305486,6.0,257.0,1.0,7.0
s0484,3,s0484__3,3,12,0,32,256,256,14.0,14.0,183.0,186.0,90.0,93.0,1.0,4.0,4.0,14.0,184.5,91.5,0.45161290322580644,0.7235294117647059,0.3588235294117647,1.0,12.0,1.0,1.0
s0484,5,s0484__5,5,24383,0,32,256,256,19.0,29.0,25.0,112.0,60.0,169.0,11.0,88.0,110.0,23.33133740720994,71.62584587622524,93.40663577082394,0.7526237873293529,0.2808856701028441,0.3663005324346037,11.0,10589.0,0.4342779805602264,1.0
s0484,6,s0484__6,6,28113,0,32,256,256,19.0,27.0,126.0,228.0,61.0,176.0,9.0,103.0,116.0,22.350336143421192,181.58901575783446,98.469071248177,0.7209785852716514,0.7121137872856254,0.3861532205810863,9.0,12713.0,0.45221072101874576,1.0
s0484,7,s0484__7,7,11691,0,32,256,256,20.0,24.0,118.0,223.0,116.0,189.0,5.0,106.0,74.0,22.062783337610128,180.8337182448037,153.92105038063468,0.7117026883100042,0.7091518362541321,0.6036119622769988,5.0,8513.0,0.7281669660422547,1.0
s0484,8,s0484__8,8,27162,0,32,256,256,23.0,31.0,116.0,220.0,79.0,184.0,9.0,105.0,106.0,26.6112215595317,173.2306163021869,132.95169722406303,0.8584265019203774,0.6793357502046544,0.5213792048002471,9.0,14083.0,0.5184817023783227,2.0
s0484,9,s0484__9,9,31810,0,32,256,256,20.0,31.0,30.0,123.0,88.0,188.0,12.0,94.0,101.0,25.792329456145865,73.34963847846589,140.3780257780572,0.8320106276176086,0.2876456410920231,0.5505020618747342,12.0,13956.0,0.4387299591323483,1.0
s0484,10,s0484__10,10,36565,0,32,256,256,13.0,20.0,95.0,227.0,66.0,191.0,8.0,133.0,126.0,17.456283331054287,176.6187884589088,138.70808149870095,0.563105913904977,0.692622699838858,0.5439532607792195,8.0,19434.0,0.5314918638041843,2.0
s0487,1,s0487__1,1,683,0,32,256,256,19.0,30.0,52.0,141.0,142.0,178.0,12.0,90.0,37.0,25.998535871156662,80.45241581259151,158.38067349926794,0.8386624474566665,0.3154996698533,0.621100680389286,12.0,655.0,0.95900439238653,9.0
s0487,2,s0487__2,2,21,0,32,256,256,8.0,8.0,168.0,172.0,144.0,148.0,1.0,5.0,5.0,8.0,170.0,146.0,0.25806451612903225,0.6666666666666666,0.5725490196078431,1.0,21.0,1.0,1.0
s0487,3,s0487__3,3,467,0,32,256,256,21.0,28.0,149.0,217.0,91.0,168.0,8.0,69.0,78.0,24.83511777301927,175.48179871520344,142.91862955032119,0.8011328313877184,0.6881639165302096,0.5604652139228282,5.0,467.0,1.0,5.0
s0487,4,s0487__4,4,2481,0,32,256,256,1.0,31.0,108.0,139.0,87.0,141.0,31.0,32.0,55.0,11.15397017331721,124.66384522370012,107.15195485691254,0.3598054894618455,0.48887782440666716,0.4202037445369119,10.0,2481.0,1.0,7.0
s0497,2,s0497__2,2,10246,0,32,256,256,0.0,18.0,109.0,156.0,50.0,140.0,19.0,48.0,91.0,7.387956275619754,130.93636541089205,93.24975600234238,0.23832117018128238,0.513475942787812,0.3656853176562446,19.0,5942.0,0.5799336326371267,2.0
s0497,3,s0497__3,3,31018,0,32,256,256,0.0,7.0,25.0,121.0,40.0,166.0,8.0,97.0,127.0,2.3105938487329936,70.88561480430718,92.79231414017667,0.0745352854429998,0.2779828031541458,0.36389142800069285,8.0,15675.0,0.505351731252821,1.0
s0497,4,s0497__4,4,40142,0,32,256,256,0.0,7.0,143.0,246.0,39.0,167.0,8.0,104.0,129.0,2.359025459618355,191.76727616959792,94.85334562303821,0.07609759547155984,0.7520285339984232,0.3719739044040714,8.0,18144.0,0.45199541627223355,1.0
s0498,2,s0498__2,2,180,0,32,256,256,1.0,25.0,100.0,138.0,62.0,138.0,25.0,39.0,77.0,18.805555555555557,113.74444444444444,102.50555555555556,0.60663082437276,0.44605664488017427,0.4019825708061002,9.0,180.0,1.0,15.0
s0498,3,s0498__3,3,59,0,32,256,256,2.0,2.0,52.0,59.0,76.0,84.0,1.0,8.0,9.0,2.0,55.66101694915254,79.72881355932203,0.06451612903225806,0.21827849783981387,0.31266201395812565,1.0,59.0,1.0,1.0
s0498,4,s0498__4,4,186,0,32,256,256,1.0,2.0,71.0,85.0,77.0,93.0,2.0,15.0,17.0,1.3870967741935485,78.09677419354838,86.01075268817205,0.04474505723204995,0.3062618595825427,0.33729706936538056,2.0,186.0,1.0,1.0
s0498,5,s0498__5,5,48915,0,32,256,256,6.0,21.0,29.0,122.0,31.0,129.0,16.0,94.0,99.0,12.963344577328018,74.41373811714197,75.03863845446182,0.41817240572025866,0.29181858085153717,0.29426917040965417,16.0,13847.0,0.283082898906266,1.0
s0498,6,s0498__6,6,75586,0,32,256,256,4.0,20.0,120.0,235.0,39.0,172.0,17.0,116.0,134.0,11.619545947662266,186.805717990104,92.65214457703807,0.374824062827815,0.732571443098447,0.363341743439365,17.0,20456.0,0.2706321276426851,1.0
s0498,7,s0498__7,7,16650,0,32,256,256,9.0,16.0,126.0,222.0,110.0,185.0,8.0,97.0,76.0,13.221561561561561,174.6748948948949,152.85195195195195,0.42650198585682453,0.6849995878231172,0.5994194194194195,8.0,8517.0,0.5115315315315315,1.0
s0498,8,s0498__8,8,61665,0,32,256,256,13.0,30.0,42.0,123.0,32.0,167.0,18.0,82.0,136.0,22.043314684180654,80.25936917213978,96.5514473364145,0.711074667231634,0.31474262420446975,0.37863312680946865,18.0,19359.0,0.3139382145463391,1.0
s0498,9,s0498__9,9,82334,0,32,256,256,15.0,30.0,110.0,225.0,43.0,183.0,16.0,116.0,141.0,21.84056404401584,178.93340539752714,111.11843223941507,0.704534324000511,0.7016996290099103,0.43575855780162775,16.0,21347.0,0.2592732042655525,1.0
s0498,10,s0498__10,10,65857,0,32,256,256,0.0,9.0,76.0,231.0,77.0,196.0,10.0,156.0,120.0,4.25418710235814,170.35482940310067,146.28066872162412,0.1372318420115529,0.6680581545219634,0.573649681261271,10.0,22993.0,0.34913524758188197,1.0
s0500,2,s0500__2,2,0,1,32,256,256,,,,,,,,,,,,,,,,,,,
s0500,4,s0500__4,4,73,0,32,256,256,27.0,29.0,87.0,115.0,107.0,146.0,3.0,29.0,40.0,28.068493150684933,102.72602739726027,125.53424657534246,0.9054352629253204,0.40284716626376577,0.4922911630405587,3.0,73.0,1.0,6.0
s0500,5,s0500__5,5,0,1,32,256,256,,,,,,,,,,,,,,,,,,,
s0500,7,s0500__7,7,7273,0,32,256,256,2.0,31.0,0.0,220.0,57.0,184.0,30.0,221.0,128.0,16.695586415509418,131.96122645400797,100.14986937989825,0.5385673037261103,0.517495005701992,0.39274458580352256,26.0,7029.0,0.9664512580778221,51.0
s0500,8,s0500__8,8,37738,0,32,256,256,22.0,31.0,102.0,216.0,67.0,182.0,10.0,115.0,116.0,27.906142349886057,173.99054003921776,119.86771953998623,0.9001981403189051,0.68231584329105,0.47006948839210283,10.0,16668.0,0.44167682442100803,2.0
s0501,1,s0501__1,1,264,0,32,256,256,18.0,20.0,37.0,199.0,209.0,231.0,3.0,163.0,23.0,18.575757575757574,75.43181818181819,222.46212121212122,0.5992179863147604,0.29581105169340466,0.8724004753416519,3.0,264.0,1.0,5.0
s0501,2,s0501__2,2,1023,0,32,256,256,15.0,31.0,143.0,209.0,181.0,215.0,17.0,67.0,35.0,24.95014662756598,179.5542521994135,200.42130987292276,0.8048434395989026,0.7041343223506412,0.7859659210702853,17.0,1008.0,0.9853372434017595,7.0
s0502,1,s0502__1,1,541,0,32,256,256,24.0,31.0,30.0,154.0,131.0,171.0,8.0,125.0,41.0,29.256931608133087,83.59704251386322,151.50462107208872,0.9437719873591318,0.3278315392700518,0.5941357689101519,8.0,539.0,0.9963031423290203,6.0
s0502,2,s0502__2,2,7274,0,32,256,256,20.0,24.0,47.0,192.0,111.0,207.0,5.0,146.0,97.0,20.936073687104756,119.93689854275502,163.04935386307397,0.6753572157130566,0.4703407785990393,0.6394092308355842,5.0,7218.0,0.9923013472642288,4.0
s0502,4,s0502__4,4,28,0,32,256,256,17.0,20.0,179.0,191.0,98.0,146.0,4.0,13.0,49.0,17.75,184.42857142857142,114.92857142857143,0.5725806451612904,0.7232492997198879,0.4507002801120448,2.0,28.0,1.0,3.0
s0502,6,s0502__6,6,56780,0,32,256,256,10.0,20.0,9.0,150.0,59.0,190.0,11.0,142.0,132.0,14.782775625220149,67.6721380767876,116.58800634026065,0.47686372984581127,0.2653809336344612,0.45720786800102214,11.0,20532.0,0.36160619936597393,1.0
s0502,7,s0502__7,7,54,0,32,256,256,15.0,15.0,155.0,163.0,92.0,100.0,1.0,9.0,9.0,15.0,158.83333333333334,95.83333333333333,0.4838709677419355,0.6228758169934641,0.3758169934640523,1.0,54.0,1.0,1.0
s0502,8,s0502__8,8,1348,0,32,256,256,14.0,17.0,34.0,78.0,146.0,176.0,4.0,45.0,31.0,15.574183976261127,55.20623145400594,161.23367952522256,0.5023930314922944,0.2164950253098272,0.6322889393145983,4.0,1303.0,0.9666172106824926,2.0
s0502,9,s0502__9,9,1483,0,32,256,256,3.0,4.0,97.0,140.0,93.0,126.0,2.0,44.0,34.0,3.2198246797033043,119.06136210384356,109.05529332434254,0.10386531224849369,0.466907302368014,0.42766781695820605,2.0,1483.0,1.0,1.0
s0502,10,s0502__10,10,179,0,32,256,256,4.0,5.0,115.0,141.0,71.0,84.0,2.0,27.0,14.0,4.346368715083799,129.4413407821229,77.54748603351955,0.14020544242205804,0.5076131011063643,0.30410778836674335,2.0,179.0,1.0,1.0
s0503,3,s0503__3,3,295,0,32,256,256,16.0,17.0,101.0,163.0,134.0,150.0,2.0,63.0,17.0,16.311864406779662,128.80338983050848,141.92881355932204,0.5261891744122472,0.5051113326686607,0.5565835825855766,2.0,295.0,1.0,2.0
s0503,5,s0503__5,5,38943,0,32,256,256,0.0,7.0,140.0,245.0,48.0,185.0,8.0,106.0,138.0,2.498420768815962,196.13445291836788,107.61692730400843,0.080594218348902,0.7691547173269329,0.42202716589807227,8.0,18278.0,0.46935264360732354,1.0
s0507,1,s0507__1,1,71,0,32,256,256,8.0,16.0,106.0,143.0,109.0,145.0,9.0,38.0,37.0,10.253521126760564,124.91549295774648,122.8169014084507,0.3307587460245343,0.4898646782656725,0.4816349074841204,6.0,71.0,1.0,6.0
s0507,2,s0507__2,2,45,0,32,256,256,17.0,17.0,190.0,198.0,74.0,80.0,1.0,9.0,7.0,17.0,193.95555555555555,77.02222222222223,0.5483870967741935,0.7606100217864924,0.3020479302832244,1.0,45.0,1.0,1.0
s0507,3,s0507__3,3,0,1,32,256,256,,,,,,,,,,,,,,,,,,,
s0507,4,s0507__4,4,1136,0,32,256,256,12.0,14.0,85.0,111.0,124.0,155.0,3.0,27.0,32.0,13.305457746478874,98.40669014084507,138.4375,0.4292083144025443,0.38590858878762774,0.5428921568627451,3.0,1056.0,0.9295774647887324,1.0
s0507,5,s0507__5,5,29,0,32,256,256,5.0,6.0,117.0,137.0,95.0,103.0,2.0,21.0,9.0,5.344827586206897,126.86206896551724,99.10344827586206,0.1724137931034483,0.49749830966869507,0.3886409736308316,2.0,29.0,1.0,3.0
s0507,6,s0507__6,6,34411,0,32,256,256,13.0,20.0,104.0,239.0,64.0,201.0,8.0,136.0,138.0,17.768184592136237,185.92772659905262,132.29627154107698,0.5731672449076205,0.7291283396041279,0.5188089080042234,8.0,20300.0,0.589927639417628,1.0
s0510,1,s0510__1,1,81,0,32,256,256,14.0,14.0,196.0,203.0,40.0,53.0,1.0,8.0,14.0,14.0,199.679012345679,45.333333333333336,0.45161290322580644,0.7830549503752118,0.17777777777777778,1.0,81.0,1.0,1.0
s0510,2,s0510__2,2,8,0,32,256,256,24.0,24.0,113.0,116.0,122.0,124.0,1.0,4.0,3.0,24.0,114.5,123.0,0.7741935483870968,0.44901960784313727,0.4823529411764706,1.0,8.0,1.0,1.0
s0514,2,s0514__2,2,2805,0,32,256,256,14.0,21.0,106.0,126.0,85.0,177.0,8.0,21.0,93.0,17.73048128342246,118.62673796791444,130.43814616755793,0.57195100914266,0.4652028939918213,0.5115221418335605,8.0,2438.0,0.8691622103386809,1.0
s0514,3,s0514__3,3,1462,0,32,256,256,20.0,26.0,117.0,158.0,15.0,43.0,7.0,42.0,29.0,22.763337893296853,134.2701778385773,25.448016415868672,0.7343012223644146,0.5265497170140286,0.09979614280732813,7.0,1221.0,0.83515731874145,1.0
s0516,1,s0516__1,1,24,0,32,256,256,26.0,29.0,88.0,187.0,81.0,97.0,4.0,100.0,17.0,27.5,137.5,89.0,0.8870967741935484,0.5392156862745098,0.34901960784313724,2.0,24.0,1.0,2.0
s0516,2,s0516__2,2,2664,0,32,256,256,3.0,30.0,12.0,173.0,70.0,240.0,28.0,162.0,171.0,16.820945945945947,117.82582582582583,134.39414414414415,0.5426111595466435,0.4620620620620621,0.5270358593888006,26.0,2641.0,0.9913663663663663,58.0
s0516,3,s0516__3,3,40,0,32,256,256,15.0,15.0,79.0,86.0,100.0,106.0,1.0,8.0,7.0,15.0,82.3,103.0,0.4838709677419355,0.3227450980392157,0.403921568627451,1.0,40.0,1.0,1.0
s0516,4,s0516__4,4,0,1,32,256,256,,,,,,,,,,,,,,,,,,,
s0516,5,s0516__5,5,26,0,32,256,256,3.0,3.0,125.0,132.0,120.0,123.0,1.0,8.0,4.0,3.0,128.73076923076923,121.57692307692308,0.0967741935483871,0.5048265460030166,0.4767722473604827,1.0,26.0,1.0,1.0
s0516,6,s0516__6,6,46,0,32,256,256,5.0,6.0,112.0,125.0,99.0,108.0,2.0,14.0,10.0,5.543478260869565,117.93478260869566,104.02173913043478,0.1788218793828892,0.4624893435635124,0.40792838874680304,2.0,46.0,1.0,3.0
s0516,7,s0516__7,7,28689,0,32,256,256,17.0,27.0,24.0,118.0,62.0,172.0,11.0,95.0,111.0,20.773432325978597,68.81215796995365,99.96601484889679,0.670110720192858,0.26985159988217117,0.3920235876427325,11.0,12979.0,0.45240336017288857,1.0
s0516,8,s0516__8,8,30716,0,32,256,256,16.0,26.0,129.0,239.0,59.0,164.0,11.0,111.0,106.0,20.47118765464253,184.92153926292485,96.5841906498242,0.660360892085243,0.7251825069134308,0.3787615319600949,11.0,13954.0,0.45429092329730436,1.0
